official_title,study_first_posted_date,verification_date,start_date,start_month_year,nct_id,phase,last_known_status,study_type,enrollment,overall_status,facilitiesCount,multisite,funding,fundingComb,intervention_comb,interventionType,interventionTypeCombined,were_results_reported,pubCount,pubCountBool,diverse,diverseGroup,yearStart,numMissing,interventionDrugNonDrug,industryNonIndustry,raceSpecific
Cardiovascular Effects of Angiotensin (1-7) in Essential Hypertension,9/19/2014,2/29/2020,1/31/2015,Jan-15,NCT02245230,Phase 1,NA,Interventional,34,Recruiting,1,FALSE,Other,Other,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Resistance Training and Cardiometabolic Health,10/30/2017,2/29/2020,9/21/2017,21-Sep-17,NCT03325933,Not Applicable,NA,Interventional,30,Recruiting,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,43,TRUE,Non-race specific,Non-race specific,2017,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Community-Based Dietary Approach for Hypertensive African Americans With Chronic Kidney Disease,10/3/2017,2/29/2020,12/4/2017,4-Dec-17,NCT03299816,Not Applicable,NA,Interventional,150,Recruiting,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Open-Labeled Pharmacokinetic and Pharmacodynamic (PK-PD) Studies of Metoprolol ER,4/15/2015,2/29/2020,8/31/2015,Aug-15,NCT02417246,Phase 4,NA,Interventional,61,Completed,2,TRUE,U.S. Fed,Public,"Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A More Engaging Visual Field Test to Increase Use and Reliability in Pediatrics,6/5/2014,2/29/2020,2/28/2015,Feb-15,NCT02157025,Not Applicable,NA,Interventional,20,Recruiting,1,FALSE,Other,Other,"Device, Other",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Peripheral Low Dose Systemic Thrombolysis Versus Catheter Directed Acoustic Pulse Thrombolysis for Treatment of Submassive Pulmonary Embolism,7/10/2018,2/29/2020,1/28/2019,28-Jan-19,NCT03581877,Phase 4,NA,Interventional,158,Recruiting,2,TRUE,Other,Other,"Drug, Device",Device,Device,FALSE,10,TRUE,Non-race specific,Non-race specific,2018,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Treatment of Supine Hypertension in Autonomic Failure With Continuous Positive Airway Pressure,10/17/2017,2/29/2020,9/21/2017,21-Sep-17,NCT03312556,Not Applicable,NA,Interventional,12,Recruiting,1,FALSE,Other,Other,"Device, Drug",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Overnight Trials to Compare the Effects of Controlled Heat Stress Versus Sham Control on Nocturnal Supine Hypertension in Autonomic Failure Patients,2/3/2017,2/29/2020,1/30/2017,30-Jan-17,NCT03042988,Not Applicable,NA,Interventional,20,Recruiting,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2017,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effects of Normalizing Blood Pressure on Cerebral Blood Flow in Hypotensive Individuals With Spinal Cord Injury,9/8/2016,2/29/2020,12/31/2016,Dec-16,NCT02893553,Phase 2,NA,Interventional,50,Recruiting,2,TRUE,U.S. Fed,Public,"Drug, Drug, Drug, Other",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Reduction in Splanchnic Capacitance Contributes to Sympathetically Dependent Hypertension in Autonomic Aim 1 of Rare Diseases Clinical Research Network (RDCRN) Project 2,4/4/2016,2/29/2020,4/30/2016,Apr-16,NCT02726711,Phase 1,NA,Interventional,2,"Active, not recruiting",1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2016,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
EMPower: Electronic Media Powering Positive Health Changes in Youth,5/14/2015,2/29/2020,7/31/2015,Jul-15,NCT02444689,Not Applicable,NA,Interventional,91,"Active, not recruiting",1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Role of Sympathetic Activity and Splanchnic Capacitance in Hypertension,4/24/2015,2/29/2020,4/30/2015,Apr-15,NCT02425566,Phase 1,NA,Interventional,12,Recruiting,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Local Heat Stress in Autonomic Failure Patients With Supine Hypertension,4/15/2015,2/29/2020,4/30/2015,Apr-15,NCT02417415,Not Applicable,NA,Interventional,21,Enrolling by invitation,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Blood Pressure, Cerebral Blood Flow and Cognition in SCI",12/4/2014,2/29/2020,3/31/2014,Mar-14,NCT02307565,Phase 3,NA,Interventional,60,Completed,2,TRUE,U.S. Fed,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Role of Endothelin in the Supine Hypertension of Autonomic Failure,5/7/2010,2/29/2020,5/31/2010,May-10,NCT01119417,Phase 1,NA,Interventional,12,Enrolling by invitation,1,FALSE,Other,Other,"Drug, Drug, Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2010,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Comparison of 24-hours Versus 72-hours of Octreotide Infusion Along With Endoscopic Therapy in Preventing Early Rebleed From Esophageal Varices: a Multi-center, Randomized Clinical Study",8/10/2018,2/29/2020,9/19/2018,19-Sep-18,NCT03624517,Phase 4,NA,Interventional,160,Recruiting,8,TRUE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Double-Blind, Placebo-Controlled, Phase 2 Study to Assess the Safety, Tolerability and Efficacy of IONIS-AGT-LRx, an Antisense Inhibitor Administered Subcutaneously to Hypertensive Subjects With Controlled Blood Pressure",10/22/2018,2/29/2020,1/3/2019,3-Jan-19,NCT03714776,Phase 2,NA,Interventional,25,Completed,6,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Reach Out: Randomized Clinical Trial of Emergency Department-Initiated Hypertension Behavioral Intervention Connecting Multiple Health Systems,2/6/2018,2/29/2020,3/25/2019,25-Mar-19,NCT03422718,Not Applicable,NA,Interventional,1440,Recruiting,1,FALSE,NIH,Public,"Behavioral, Behavioral, Behavioral, Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Visualizing Vascular Mechanisms of Salt Sensitivity,10/4/2018,7/31/2019,2/1/2019,1-Feb-19,NCT03696433,Not Applicable,NA,Interventional,20,Recruiting,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,2,TRUE,Non-race specific,Non-race specific,2018,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Performance of CO2 Changes to Predict Fluid Responsiveness in Spontaneously Breathing Volunteers,12/28/2018,6/30/2019,5/1/2019,1-May-19,NCT03788707,Not Applicable,NA,Interventional,220,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
BP-CATCH: Boosting Primary Care Awareness and Treatment of Childhood Hypertension,12/21/2018,12/31/2019,9/1/2018,1-Sep-18,NCT03783650,Not Applicable,NA,Interventional,64,Enrolling by invitation,1,FALSE,U.S. Fed,Public,"Behavioral, Behavioral, Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Reducing Blood Viscosity and Suppressing Turbulence With Magneto-rheology to Lower Blood Pressure,12/20/2018,12/31/2018,8/10/2018,10-Aug-18,NCT03783117,Not Applicable,NA,Interventional,200,Recruiting,1,FALSE,Industry,Industry,Device,Device,Device,FALSE,2,TRUE,Non-race specific,Non-race specific,2018,1,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
"A PHASE I, DOUBLE BLIND, PLACEBO-CONTROLLED STUDY EVALUATING THE CARDIOVASCULAR AND METABOLIC PROPERTIES OF MANP IN SUBJECTS WITH HYPERTENSION AND METABOLIC SYNDROME ACCORDING TO RS5068 GENOTYPES",12/20/2018,4/30/2019,8/18/2017,18-Aug-17,NCT03781739,Phase 1,NA,Interventional,54,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Chickasaw Healthy Eating Environments Research Study,12/12/2018,3/31/2019,7/10/2018,10-Jul-18,NCT03774277,Not Applicable,NA,Interventional,600,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Salt-Sensitivity and Immunity Cell Activation,11/26/2018,4/30/2019,3/31/2020,Mar-20,NCT03753204,Phase 1/Phase 2,NA,Interventional,20,Not yet recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,2,TRUE,Non-race specific,Non-race specific,2018,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Acute Effects of Aerobic and Resistance Exercise on Maternal Glucose Metabolism and Vascular Function in Obese Pregnancy,11/23/2018,12/31/2019,11/20/2018,20-Nov-18,NCT03750695,Not Applicable,NA,Interventional,15,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Heart Health 4 New Moms: A Randomized Controlled Trial of a Lifestyle Intervention and Home Blood Pressure Monitoring Following Preeclampsia in Overweight and Obese Women,11/21/2018,1/31/2020,1/26/2019,26-Jan-19,NCT03749746,Not Applicable,NA,Interventional,90,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral, Other",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Targeting of UnControlled Hypertension in Emergency Department (TOUCHED),11/21/2018,11/30/2018,2/19/2019,19-Feb-19,NCT03749499,Not Applicable,NA,Interventional,770,Recruiting,1,FALSE,Other,Other,"Other, Other, Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Team-Based and Technology-Driven Adherence Intervention to Improve Chronic Disease Outcomes,11/20/2018,12/31/2019,11/6/2019,6-Nov-19,NCT03748420,Not Applicable,NA,Interventional,3013,Recruiting,1,FALSE,NIH,Public,"Other, Behavioral",Behavioral,Behavioral,FALSE,12,TRUE,Non-race specific,Non-race specific,2018,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Longitudinal Evaluation of Disease Prevalence in Impoverished Communities of Lima, Peru",11/15/2018,11/30/2019,6/5/2017,5-Jun-17,NCT03742219,Not Applicable,NA,Interventional,1000,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Evaluation of Personal Activity Intelligence (PAI) Score Pilot Study,11/14/2018,11/30/2019,10/2/2018,2-Oct-18,NCT03740074,Not Applicable,NA,Interventional,25,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Mindfulness and Behavioral Intervention for Reducing Hypertension Among Women of Childbearing Age,11/15/2018,11/30/2019,1/22/2019,22-Jan-19,NCT03741608,Not Applicable,NA,Interventional,60,Recruiting,4,TRUE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Evaluation of a Lifestyle Medicine Practice,11/13/2018,11/30/2019,6/28/2018,28-Jun-18,NCT03739034,Not Applicable,NA,Interventional,2000,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Brain Connections, Self-care and Blood Pressure in Black and African Americans With Problems With Memory",11/9/2018,10/31/2019,8/23/2018,23-Aug-18,NCT03736434,Not Applicable,NA,Interventional,36,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effect of 81mg vs 162mg ASA for Preeclampsia Prevention in Obese Women at High Risk for Developing Preeclampsia,11/8/2018,3/31/2019,1/15/2019,15-Jan-19,NCT03735433,Phase 4,NA,Interventional,400,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Dose Finding Trial for Angiotensin II in Hypertensive Adults on Angiotensin Converting Enzyme Inhibitors and Angiotensin Receptor Blockers With Anesthesia-Mediated Hypotension,11/7/2018,8/31/2019,10/3/2019,3-Oct-19,NCT03733145,Phase 1,NA,Interventional,60,Recruiting,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,6,TRUE,Non-race specific,Non-race specific,2018,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The MHERO Study (Michigan's Hypertension, Diabetes, and Obesity Education Research Online)",11/2/2018,11/30/2019,11/1/2018,1-Nov-18,NCT03729479,Phase 1/Phase 2,NA,Interventional,140,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Sleep and Cardiovascular Health in Adolescence,11/1/2018,2/28/2019,1/7/2019,7-Jan-19,NCT03727906,Not Applicable,NA,Interventional,110,Recruiting,1,FALSE,Industry,Industry,"Other, Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Telemedicine and the Barbershop Model of Hypertension Care for Black Men,10/31/2018,1/31/2020,11/1/2018,1-Nov-18,NCT03726710,Phase 1,NA,Interventional,20,"Active, not recruiting",1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A COmmunity and Tech-Based ApproaCh for Hypertension Self-MANagement (COACHMAN),10/30/2018,1/31/2019,1/31/2019,31-Jan-19,NCT03724487,Not Applicable,NA,Interventional,40,Not yet recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effects of Technology-based Intervention and Positive Psychological Training on Cognitive Processing and Blood Pressure Control in African Americans,10/29/2018,10/31/2018,10/25/2018,25-Oct-18,NCT03722667,Not Applicable,NA,Interventional,20,Recruiting,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The Effects of Pumpkin Seed Oil Supplementation on Vascular Hemodynamics, Stiffness and Cardiac Autonomic Function in Postmenopausal Women.",10/23/2018,10/31/2018,9/1/2017,1-Sep-17,NCT03716960,Not Applicable,NA,Interventional,23,Completed,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Correlation Between Vasopressin and Renal Function Following a Controlled Intraabdominal Pressure Elevation,10/16/2018,11/30/2019,4/28/2017,28-Apr-17,NCT03707054,Not Applicable,NA,Interventional,16,"Active, not recruiting",1,FALSE,Other,Other,Diagnostic Test,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Remote Hypertension Management Using Home Blood Pressure Telemonitoring and a Standardized Treatment Protocol,10/9/2018,10/31/2018,9/17/2018,17-Sep-18,NCT03700775,Not Applicable,NA,Interventional,300,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Remote Dietary Counseling Using Web-based Tools to Promote Healthy Diet and Blood Pressure (Healthy BP),10/9/2018,10/31/2019,1/16/2019,16-Jan-19,NCT03700710,Not Applicable,NA,Interventional,200,Recruiting,2,TRUE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Evaluating the Effects of a Sedentary Behavior Reduction Intervention on the Sedentary Time and Blood Pressure of Overweight/Obese Adults,10/9/2018,2/28/2019,8/1/2018,1-Aug-18,NCT03698903,Not Applicable,NA,Interventional,36,Recruiting,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Heart Inflammation and Mental Stress Study,10/3/2018,9/30/2019,8/19/2019,19-Aug-19,NCT03695146,Not Applicable,NA,Interventional,144,Recruiting,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pilot to Examine Risk and Feasibility of Remote Management of BP From Childhood Into Early Adulthood,10/2/2018,11/30/2019,7/20/2018,20-Jul-18,NCT03691701,Phase 2,NA,Interventional,60,Recruiting,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effects of 8 oz Fresh vs. Commercial Orange Juice on Blood Pressure In Normotensive Males Aged 18-59,10/1/2018,7/31/2019,10/1/2018,1-Oct-18,NCT03691194,Not Applicable,NA,Interventional,17,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Trial of Magnesium Supplementation and Blood Pressure Reduction Among Adults With Untreated High Blood Pressure,9/28/2018,9/30/2019,2/15/2019,15-Feb-19,NCT03688503,Not Applicable,NA,Interventional,59,"Active, not recruiting",1,FALSE,Industry,Industry,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
"A 26-week Single Site, Randomized, Double-blind, Active-controlled, Parallel Group, Human PoC Study to Evaluate Superiority of RK-01, Valsartan Plus Celecoxib Addon to Metformin Versus Metformin Alone in Type 2 Diabetes Patients",9/27/2018,10/31/2019,8/5/2020,5-Aug-20,NCT03686657,Phase 1/Phase 2,NA,Interventional,115,Not yet recruiting,1,FALSE,Industry,Industry,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2018,2,Drug Intervention,Industry Sponsor,Non-Race Specific
